state,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,65+,year,Total People Experiencing Homelessness,gdp,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White,gini,international_migration,unemployment_rate,State,Population,Index,Violent,Property,Murder,Rape,Robbery,Aggravated Assault,Burglary,Larceny-Theft,Vehicle Theft,with_death_penalty,Violent_Crimes,Violent_Crime_Rate
Hawaii,0.241,0.096,0.109,0.283,0.12,0.152,2008,6061,65678.2,5844,889527,33067,403775,0.43,4456,0.041,HI,1287481,49454,3510,45944,26,363,1085,2036,9404,31424,5116,0,7020,0.005452507648656563
Hawaii,0.243,0.085,0.122,0.276,0.126,0.147,2009,5782,64549.7,5974,900614,33296,406833,0.43,4033,0.069,HI,1295178,51066,3550,47516,23,385,1030,2112,9244,33415,4857,0,7100,0.005481871989795997
Hawaii,0.24,0.088,0.11,0.278,0.135,0.149,2010,5834,66872.9,6038,912180,34136,411650,0.43,2033,0.068,HI,1363359,49270,3603,45667,25,377,1065,2136,8706,31681,5280,0,7206,0.005285475065628349
Hawaii,0.24,0.085,0.119,0.27,0.136,0.152,2011,6188,69083.9,6107,921362,36268,415825,0.43,7437,0.065,HI,1378129,47339,3465,43874,20,353,994,2098,8165,31240,4469,0,6930,0.005028556833213726
Hawaii,0.237,0.087,0.122,0.263,0.135,0.155,2012,6246,71905.3,6174,929390,38083,421552,0.43,10284,0.058,HI,1390090,46797,3378,43419,21,279,1125,1953,7653,31901,3865,0,6756,0.004860116970843614
Hawaii,0.236,0.09,0.121,0.258,0.133,0.162,2013,6335,74554.9,6302,934711,39329,428480,0.44,5873,0.048,HI,1408987,48851,3585,45266,32,366,934,2111,7777,32928,4561,0,7028,0.00498798072657874
Hawaii,0.233,0.087,0.126,0.256,0.132,0.167,2014,6918,76773.3,6455,937092,40423,431365,0.43,4071,0.044,HI,1420257,49384,3362,46022,20,388,952,1842,7470,33003,5549,0,6564,0.004621698748888406
Hawaii,0.233,0.089,0.125,0.252,0.131,0.17,2015,7620,81230.3,6520,940258,41713,434508,0.4346,7434,0.036,HI,1425157,48919,3530,45389,29,382,1085,1878,6810,33140,5439,0,6904,0.004844378549170372
Hawaii,0.232,0.082,0.123,0.254,0.135,0.175,2016,7921,83914.4,6415,944056,42791,435623,0.442,9792,0.03,HI,1428557,47170,4417,42753,35,447,994,2769,6017,31082,5654,0,8662,0.0060634612409585335
Hawaii,0.231,0.074,0.125,0.252,0.134,0.184,2017,7220,87217.4,6388,943621,43225,432529,0.4455,4814,0.024,HI,1424203,43969,3577,40392,39,567,1077,1894,5549,29574,5269,0,7154,0.005023160321948487
Hawaii,0.23,0.073,0.124,0.251,0.132,0.191,2018,6530,90330.8,6408,942935,43529,430230,0.445,4537,0.024,HI,1420593,44649,3622,41027,40,709,951,1922,5709,29600,5718,0,7244,0.005099278963080911
Hawaii,0.228,0.072,0.116,0.255,0.132,0.197,2019,6412,91912.7,6386,939090,43545,426594,0.4397,2778,0.027,HI,1415872,44270,4042,40228,48,765,1131,2098,5340,29634,5254,0,8084,0.005709555666048909
Idaho,0.289,0.096,0.121,0.267,0.112,0.115,2008,1464,56200.8,28001,24332,14244,1467743,0.42,2207,0.048,ID,1527506,35930,3678,32252,23,577,241,2837,6805,23772,1675,1,7356,0.0048156930316476665
Idaho,0.289,0.102,0.116,0.26,0.115,0.118,2009,14055,54064.1,28928,25292,15054,1485165,0.42,2179,0.075,ID,1545801,35025,3805,31220,24,575,254,2952,6682,23066,1472,1,7610,0.004923014023150457
Idaho,0.289,0.094,0.119,0.257,0.116,0.125,2010,2346,55587.6,29929,25913,15358,1499619,0.43,187,0.087,ID,1571102,34900,3464,31436,22,533,213,2696,6513,23594,1329,1,6928,0.004409643676858663
Idaho,0.283,0.094,0.118,0.256,0.121,0.128,2011,2199,56941.1,30635,27027,16102,1510508,0.43,1813,0.083,ID,1583744,36077,3202,32875,35,444,188,2535,6915,24629,1331,1,6404,0.00404358280126081
Idaho,0.281,0.095,0.116,0.254,0.123,0.132,2012,1968,58323.9,31080,27863,16492,1520475,0.43,1756,0.071,ID,1595590,35173,3348,31825,30,495,243,2580,7240,23203,1382,1,6696,0.00419656678720724
Idaho,0.28,0.093,0.116,0.25,0.123,0.139,2013,1781,61835.8,31747,28622,17247,1534437,0.44,2039,0.061,ID,1612843,33701,3471,30230,29,516,220,2548,6693,21999,1538,1,6784,0.004206237060891854
Idaho,0.278,0.094,0.114,0.246,0.124,0.144,2014,2104,64575.2,32356,29718,18025,1552149,0.45,1589,0.048,ID,1634806,33879,3439,30440,32,463,203,2559,6466,22297,1677,1,6696,0.004095898840596377
Idaho,0.276,0.092,0.115,0.246,0.125,0.147,2015,1966,65899.9,33208,31260,18841,1569186,0.4525,3294,0.041,ID,1652828,32505,3593,28912,32,508,191,2667,6124,20916,1872,1,6991,0.004229720212871515
Idaho,0.274,0.088,0.118,0.242,0.124,0.153,2016,2247,68837.4,34009,33280,19971,1596776,0.4503,3618,0.038,ID,1683140,33233,3876,29357,49,529,213,2895,6318,20962,2077,1,7562,0.004492793231697898
Idaho,0.273,0.089,0.113,0.244,0.126,0.154,2017,2037,71730.3,34791,34760,20986,1629208,0.4478,1822,0.032,ID,1718904,32668,4111,28557,42,755,222,3092,5837,20570,2150,1,8222,0.004783280508975487
Idaho,0.269,0.088,0.118,0.241,0.124,0.16,2018,2012,77395.4,35510,35735,21813,1659016,0.4454,463,0.028,ID,1750536,30018,4196,25822,34,927,195,3040,4990,18876,1956,1,8392,0.004793960249889177
Idaho,0.267,0.085,0.12,0.242,0.125,0.162,2019,2315,82847.2,36262,37112,22788,1692898,0.4337,758,0.029,ID,1787065,25793,4000,21793,35,809,155,3001,3927,16295,1571,1,8000,0.0044766138892541685
Illinois,0.264,0.095,0.123,0.291,0.108,0.12,2008,14724,654657.5,76818,612326,1955231,10102663,0.47,35881,0.064,IL,12842954,449087,67840,381247,790,4104,24067,38879,78968,269553,32726,1,135680,0.010564547688950689
Illinois,0.261,0.094,0.125,0.287,0.112,0.121,2009,6984,649862.7,82361,629853,1960826,10123738,0.47,35839,0.1,IL,12910409,417532,64185,353347,773,3901,22923,36588,77850,248821,26676,1,128370,0.00994313967899855
Illinois,0.259,0.091,0.125,0.284,0.117,0.124,2010,14395,666404.8,86391,645883,1967465,10140806,0.47,4946,0.104,IL,12841980,406196,57132,349064,704,3066,20386,32976,77472,242681,28911,1,114264,0.008897693346353132
Illinois,0.256,0.092,0.124,0.28,0.121,0.126,2011,14009,692880.8,86708,668130,1969635,10143310,0.47,30893,0.097,IL,12859752,398991,54523,344468,781,3030,20217,30495,77719,237362,29387,1,109046,0.008479634755009272
Illinois,0.253,0.093,0.124,0.277,0.123,0.13,2012,14144,726399.1,87219,690741,1971390,10133679,0.47,27408,0.089,IL,12868192,386262,53556,332706,770,3581,19480,29725,71100,235314,26292,0,107112,0.00832378006172118
Illinois,0.248,0.094,0.125,0.275,0.125,0.133,2013,13425,741121.5,87500,714379,1973337,10120562,0.48,27738,0.091,IL,12890552,348004,51956,296048,722,3895,17733,28161,59093,216059,20896,0,102467,0.007949000166943975
Illinois,0.246,0.093,0.124,0.272,0.128,0.137,2014,13107,771356.1,87926,733099,1972128,10091939,0.48,28923,0.071,IL,12882189,317422,47775,269647,690,3182,15271,27485,50759,201003,17885,0,94403,0.007328180016610531
Illinois,0.243,0.094,0.124,0.27,0.129,0.141,2015,13177,799930.5,88253,750877,1968854,10051601,0.4817,30358,0.059,IL,12839047,306717,49755,256962,754,3602,15056,29019,46846,192424,17692,0,98186,0.00764745233816809
Illinois,0.242,0.09,0.125,0.267,0.131,0.145,2016,11590,807043.2,88558,764702,1961520,10006929,0.481,24566,0.059,IL,12801539,318160,55854,262306,1054,3635,17827,32065,47989,194407,19910,0,110435,0.008626697149459921
Illinois,0.241,0.089,0.124,0.263,0.132,0.15,2017,10798,824913.4,88713,781503,1953159,9956518,0.4818,30046,0.05,IL,12786196,310885,55777,255108,983,5424,17731,31639,43355,190860,20893,0,111554,0.008724565148227042
Illinois,0.238,0.089,0.124,0.261,0.133,0.155,2018,10643,865661.0,89012,793967,1947343,9894363,0.4852,20899,0.043,IL,12723071,299022,52343,246679,902,6106,14251,31084,39317,187517,19845,0,104686,0.008228044942922978
Illinois,0.237,0.087,0.126,0.258,0.132,0.16,2019,10199,889540.1,90028,802273,1942548,9832168,0.48,13235,0.04,IL,12671821,285545,51561,233984,832,6078,12464,32187,34433,180776,18775,0,103122,0.008137899043870649
Indiana,0.264,0.086,0.12,0.291,0.114,0.125,2008,7395,275538.7,26987,108824,624185,5664810,0.44,9110,0.058,IN,6388309,233479,21520,212959,322,1708,7591,11899,48905,146545,17509,1,43040,0.006737307165323406
Indiana,0.263,0.092,0.118,0.284,0.117,0.126,2009,3380,263326.8,28112,114215,635234,5681764,0.43,9194,0.104,IN,6423113,221362,21455,199907,312,1621,7347,12175,48880,137190,13837,1,42910,0.006680561279242635
Indiana,0.263,0.091,0.115,0.281,0.122,0.128,2010,6452,282562.2,28957,119608,645754,5696236,0.44,2493,0.101,IN,6490622,220257,20983,199274,268,1760,6559,12396,48570,137204,13500,1,41966,0.0064656361131490946
Indiana,0.262,0.091,0.114,0.276,0.127,0.13,2011,6196,291356.1,29357,127108,653888,5706897,0.45,9401,0.09,IN,6516353,227635,21619,206016,306,1758,6977,12578,50571,140630,14815,1,43238,0.006635306589437374
Indiana,0.259,0.092,0.116,0.272,0.127,0.135,2012,6259,300513.9,29755,135282,661082,5712870,0.44,11135,0.084,IN,6537782,220538,22544,197994,307,1661,6601,13975,47689,136668,13637,1,45088,0.006896528516857858
Indiana,0.257,0.092,0.115,0.269,0.129,0.138,2013,6096,312138.5,30351,142999,670204,5727021,0.46,9194,0.077,IN,6570713,211099,23627,187472,357,1623,7114,13915,42754,130534,14184,1,46636,0.007097555470768545
Indiana,0.254,0.093,0.116,0.266,0.13,0.142,2014,5971,327958.3,30802,150495,678368,5736354,0.45,10133,0.06,IN,6597880,199014,24105,174909,333,1608,6894,14681,36909,124144,13856,1,47621,0.007217621417788744
Indiana,0.253,0.095,0.114,0.262,0.132,0.145,2015,5863,331945.7,31182,157433,685921,5736906,0.4519,8389,0.048,IN,6612768,197251,25373,171878,370,1757,7081,15536,34404,123940,13534,1,50117,0.007578823270376339
Indiana,0.252,0.094,0.115,0.257,0.133,0.149,2016,5798,340500.7,31611,166827,695682,5743778,0.4527,13904,0.044,IN,6633053,198604,26845,171759,439,1851,7330,16575,34097,122931,14731,1,53040,0.007996317834336616
Indiana,0.25,0.092,0.117,0.256,0.133,0.153,2017,5438,352601.0,32236,173488,705994,5750350,0.4497,9312,0.035,IN,6660082,185239,26307,158932,413,2612,7035,16247,29799,114395,14738,1,52614,0.007899902733930302
Indiana,0.248,0.09,0.118,0.254,0.133,0.157,2018,5258,373196.8,33130,183517,719315,5762519,0.4511,15414,0.034,IN,6695497,171957,25009,146948,418,2486,5737,16368,25894,105861,15193,1,50018,0.007470393908025051
Indiana,0.246,0.091,0.118,0.25,0.134,0.161,2019,5471,381132.3,33930,191000,731116,5774964,0.4584,10913,0.033,IN,6732219,157660,24966,132694,377,2475,5331,16783,21795,97176,13723,1,49932,0.0074168710197930286
Iowa,0.251,0.097,0.108,0.285,0.118,0.142,2008,3346,137548.5,14455,54739,99622,2847918,0.43,3090,0.04,IA,2993987,81927,8651,73276,77,937,1249,6388,16598,52302,4376,0,17302,0.005778916207719005
Iowa,0.253,0.093,0.114,0.275,0.122,0.143,2009,1939,136894.6,15048,57321,104045,2856456,0.43,3189,0.062,IA,3007856,78565,8485,70080,38,890,1201,6356,16419,49757,3904,0,16970,0.005641892431020634
Iowa,0.252,0.091,0.114,0.272,0.126,0.145,2010,3014,142233.9,15518,60399,108474,2866428,0.43,1513,0.063,IA,3050202,76931,8191,68740,38,883,1012,6258,16746,48194,3800,0,16382,0.005370791836081676
Iowa,0.251,0.089,0.119,0.264,0.131,0.147,2011,3134,148477.6,16006,65475,111811,2873480,0.43,6447,0.059,IA,3064097,79926,7883,72043,44,866,824,6149,17573,50472,3998,0,15766,0.005145398464865831
Iowa,0.25,0.093,0.116,0.261,0.131,0.15,2012,2928,158538.4,16340,69609,114912,2875983,0.43,4314,0.052,IA,3075039,78524,8167,70357,49,901,962,6255,17201,49116,4040,0,16334,0.0053118025494961205
Iowa,0.25,0.091,0.115,0.258,0.134,0.152,2013,3084,162200.3,16937,74904,120478,2881616,0.44,7202,0.048,IA,3092341,76419,8443,67976,41,873,937,6332,15918,47803,4255,0,16626,0.0053765092530222245
Iowa,0.248,0.09,0.116,0.255,0.134,0.156,2014,3122,173095.9,17413,80031,126280,2886919,0.44,7093,0.044,IA,3109481,73584,8484,65100,60,829,1047,6227,14363,46594,4143,0,16647,0.005353626537676223
Iowa,0.246,0.092,0.116,0.252,0.136,0.158,2015,3081,180299.3,17833,83411,131635,2889662,0.4393,5701,0.037,IA,3121997,73307,8619,64688,73,877,1050,6291,14977,45328,4383,0,16910,0.00541640494849931
Iowa,0.244,0.091,0.116,0.251,0.135,0.163,2016,3064,181011.4,18215,86963,136998,2891034,0.4451,6003,0.037,IA,3134693,74501,9110,65391,71,922,1148,6644,15030,45378,4983,0,17895,0.005708693004386713
Iowa,0.248,0.09,0.115,0.248,0.136,0.164,2017,2756,184561.3,18562,90542,143457,2891173,0.4381,6196,0.031,IA,3143637,74690,9038,65652,98,1305,1269,6366,14711,45441,5500,0,18076,0.005750027754476741
Iowa,0.247,0.089,0.115,0.245,0.135,0.169,2018,2749,191516.6,19079,92491,148331,2889999,0.4413,3089,0.025,IA,3148618,65327,8303,57024,70,1126,989,6118,12433,39498,5093,0,16606,0.005274059920892278
Iowa,0.244,0.089,0.114,0.243,0.136,0.174,2019,2315,195708.7,19500,95673,153407,2891016,0.4422,6921,0.027,IA,3155070,63109,8410,54699,60,1164,863,6323,11710,37847,5142,0,16820,0.005331102004075979
Kentucky,0.251,0.084,0.119,0.297,0.12,0.129,2008,8137,159883.8,12060,53472,352036,3872310,0.47,4757,0.066,KY,4287931,127106,12815,114291,202,1449,4060,7104,29535,77093,7663,1,25630,0.005977241704682282
Kentucky,0.251,0.09,0.12,0.288,0.122,0.13,2009,5999,157479.8,12486,55862,359228,3889498,0.46,4598,0.103,KY,4314113,119914,11000,108914,184,1531,3642,5643,29880,72938,6096,1,22000,0.0050995418988793294
Kentucky,0.249,0.09,0.117,0.284,0.128,0.132,2010,6623,166408.7,12890,58184,366299,3911091,0.47,1630,0.102,KY,4347223,121774,10604,111170,188,1438,3748,5230,30433,74488,6239,1,21208,0.004878516699051326
Kentucky,0.25,0.088,0.116,0.28,0.131,0.135,2011,6034,171586.9,12951,60738,372027,3925101,0.47,5548,0.095,KY,4366814,129502,10465,119037,151,1499,3705,5110,32750,79586,6701,1,20930,0.0047929680540549705
Kentucky,0.246,0.09,0.115,0.277,0.132,0.14,2012,5230,178143.7,13116,63825,377011,3933913,0.47,8316,0.082,KY,4379730,122652,9852,112800,201,1312,3547,4792,29877,76199,6724,1,19704,0.004498907466898645
Kentucky,0.245,0.092,0.114,0.272,0.133,0.144,2013,5245,184524.4,13308,67420,383151,3943027,0.47,9326,0.08,KY,4399583,113728,9280,104448,172,951,3247,4215,26331,72048,6069,1,17865,0.004060612108011146
Kentucky,0.243,0.091,0.113,0.271,0.134,0.148,2014,5089,187983.8,13526,69753,386702,3947011,0.47,5447,0.065,KY,4412617,109404,9495,99909,164,1098,3343,4432,23426,70108,6375,1,18532,0.004199775326070674
Kentucky,0.242,0.09,0.112,0.267,0.136,0.152,2015,4538,193413.1,13612,73548,390569,3951397,0.4781,7900,0.054,KY,4424611,107432,9887,97545,219,1165,3314,4710,22526,67143,7876,1,19295,0.004360835336710956
Kentucky,0.242,0.09,0.113,0.263,0.137,0.155,2016,4237,196484.9,13920,76978,394945,3954463,0.4813,7550,0.05,KY,4436974,107466,10308,97158,260,1174,3369,5038,20834,66438,9886,1,20149,0.004541158005433433
Kentucky,0.242,0.088,0.114,0.26,0.137,0.159,2017,4025,201872.2,13916,79853,400943,3960878,0.4784,6464,0.049,KY,4453874,106191,10292,95899,265,1817,2967,5243,20535,65006,10358,1,20584,0.0046215945938300005
Kentucky,0.237,0.09,0.116,0.256,0.137,0.165,2018,3688,208558.6,14133,81171,404662,3964307,0.4787,1490,0.043,KY,4461153,98954,9719,89235,250,1875,2469,5125,17462,61313,10460,1,19438,0.00435716954787249
Kentucky,0.237,0.089,0.114,0.254,0.137,0.17,2019,4079,218494.7,14266,83577,409605,3964897,0.4764,2538,0.043,KY,4467673,94470,9701,84769,221,1572,2161,5747,15443,59130,10196,1,19402,0.00434275292753073
Louisiana,0.269,0.101,0.115,0.28,0.116,0.12,2008,5481,212392.4,34078,73385,1444476,2883647,0.48,3676,0.044,LA,4451513,200723,29576,171147,541,1253,6250,21532,45513,112062,13572,1,59152,0.013288066327111703
Louisiana,0.268,0.101,0.122,0.273,0.115,0.121,2009,12504,204906.9,35174,76977,1468988,2910509,0.47,3476,0.066,LA,4492076,201497,28878,172619,529,1351,6150,20848,46928,114102,11589,1,57756,0.012857306955625862
Louisiana,0.264,0.101,0.121,0.27,0.121,0.122,2010,12482,225308.9,36179,79930,1490626,2937900,0.48,1320,0.074,LA,4545343,190908,25241,165667,500,1230,5297,18214,45437,110260,9970,1,50482,0.01110631254890995
Louisiana,0.263,0.1,0.122,0.266,0.124,0.125,2011,9291,229945.0,36798,83024,1505164,2951258,0.48,7235,0.073,LA,4574766,193902,25373,168529,506,1262,5235,18370,46242,113174,9113,1,50746,0.011092589216585068
Louisiana,0.26,0.099,0.124,0.262,0.125,0.13,2012,7772,235384.7,37537,84999,1517572,2961959,0.49,4649,0.064,LA,4602134,185512,22839,162673,489,1155,5458,15737,42037,112764,7872,1,45678,0.009925395479575345
Louisiana,0.257,0.1,0.126,0.258,0.128,0.131,2013,5226,230832.5,38174,86938,1529992,2970936,0.49,6562,0.067,LA,4629284,189806,24127,165679,494,1248,5539,16331,41214,115300,9165,1,47739,0.01031239388207766
Louisiana,0.256,0.098,0.126,0.256,0.128,0.136,2014,4606,240737.3,38836,88304,1539740,2979058,0.49,5096,0.064,LA,4648990,185175,23983,161192,476,981,5725,16400,38541,113251,9400,1,47565,0.010231254530553948
Louisiana,0.255,0.096,0.126,0.253,0.13,0.14,2015,4081,235113.5,39206,91039,1548807,2987946,0.4909,6523,0.063,LA,4668960,182910,25202,157708,492,1246,5561,17416,35457,112520,9731,1,49917,0.010691246016243446
Louisiana,0.255,0.093,0.126,0.252,0.13,0.145,2016,3994,227090.7,39620,93141,1556705,2991880,0.499,6770,0.061,LA,4681666,180888,26502,154386,554,1328,5576,18556,34667,109380,10339,1,52516,0.011217374327856793
Louisiana,0.255,0.094,0.121,0.251,0.131,0.149,2017,3305,241213.4,40085,93913,1559704,2979971,0.4935,3724,0.051,LA,4670818,183258,25986,157272,576,1850,5385,18175,34135,112042,11095,1,51972,0.011126958918116698
Louisiana,0.253,0.091,0.122,0.249,0.131,0.155,2018,3059,256677.8,40282,94749,1560945,2968474,0.4936,3747,0.049,LA,4659690,178310,25314,152996,533,2105,4600,18076,31291,110066,11639,1,50628,0.010865100468056887
Louisiana,0.25,0.088,0.123,0.248,0.132,0.16,2019,2941,255481.9,40372,96132,1562580,2959201,0.4978,6070,0.048,LA,4648794,172530,25537,146993,544,2273,4025,18695,26918,109359,10716,1,51074,0.010986505317293045
Maine,0.223,0.075,0.1,0.317,0.136,0.151,2008,2632,50713.2,10144,14543,18505,1287317,0.44,884,0.054,ME,1319691,34005,1572,32433,31,379,333,829,6559,24695,1179,0,3144,0.002382375874352405
Maine,0.218,0.08,0.102,0.304,0.143,0.154,2009,15482,51123.8,10406,14888,19452,1284844,0.43,828,0.081,ME,1318301,33286,1580,31706,26,375,399,780,6729,23955,1022,0,3160,0.002397024655219104
Maine,0.218,0.077,0.1,0.299,0.149,0.158,2010,2379,52256.2,10434,15294,19913,1282010,0.44,322,0.082,ME,1327379,34521,1621,32900,24,389,412,796,7364,24547,989,0,3242,0.0024424071798634754
Maine,0.214,0.076,0.1,0.293,0.153,0.163,2011,2447,52575.5,10541,15886,20807,1281239,0.45,1265,0.077,ME,1328544,35467,1638,33829,26,394,370,848,7865,24886,1078,0,3276,0.0024658573596358117
Maine,0.213,0.077,0.102,0.284,0.155,0.17,2012,2393,53679.7,10607,16147,21409,1279931,0.45,656,0.073,ME,1328501,35024,1626,33398,26,372,420,808,7476,24931,991,0,3252,0.0024478716990051193
Maine,0.206,0.08,0.1,0.28,0.158,0.176,2013,3016,54470.1,10664,16638,22110,1279131,0.45,1910,0.066,ME,1328702,32215,1761,30454,24,366,335,907,6480,23063,911,0,3393,0.002553619999066758
Maine,0.204,0.079,0.102,0.274,0.16,0.182,2014,2726,56410.8,10808,17368,23306,1279735,0.46,3172,0.057,ME,1330256,28125,1698,26427,21,346,304,889,5035,20591,801,0,3258,0.0024491526443030515
Maine,0.2,0.08,0.1,0.269,0.161,0.19,2015,2372,58131.3,10885,17509,23806,1276898,0.4523,770,0.044,ME,1329453,26087,1726,24361,23,337,311,931,4694,18853,814,0,3328,0.0025032851857117173
Maine,0.205,0.072,0.107,0.263,0.161,0.193,2016,2241,60254.4,11011,18278,24849,1278210,0.4519,2118,0.039,ME,1331479,23560,1648,21912,20,300,266,950,4003,17134,775,0,3184,0.0023913257362677145
Maine,0.201,0.071,0.11,0.258,0.161,0.199,2017,2280,62253.6,11151,18640,25670,1280282,0.4526,774,0.033,ME,1335063,21752,1610,20142,23,470,249,868,3337,16012,793,0,3220,0.002411871200085689
Maine,0.193,0.072,0.108,0.256,0.165,0.206,2018,2516,65477.1,11255,19015,26658,1283195,0.4516,1024,0.034,ME,1339057,19701,1500,18201,23,447,228,802,2712,14712,777,0,3000,0.002240382597604135
Maine,0.19,0.075,0.11,0.252,0.16,0.213,2019,2106,68690.4,11411,19629,28067,1286663,0.449,2057,0.03,ME,1344212,18291,1548,16743,20,516,188,824,2350,13667,726,0,3096,0.0023032081249088686
Maryland,0.254,0.091,0.113,0.305,0.116,0.121,2008,9219,295400.2,32783,330748,1741767,3579667,0.44,19815,0.043,MD,5658655,233464,35385,198079,493,1127,13201,20564,38828,133922,25329,1,70770,0.012506505521188338
Maryland,0.253,0.091,0.116,0.301,0.119,0.121,2009,11698,299102.7,34813,343110,1764644,3587821,0.45,19565,0.074,MD,5699478,215920,33625,182295,440,1156,12007,20022,36905,125771,19619,1,67250,0.011799326183906667
Maryland,0.248,0.091,0.118,0.297,0.124,0.123,2010,10845,314728.3,36401,356880,1789457,3606046,0.44,6709,0.078,MD,5785681,204916,31607,173309,426,1228,11054,18999,36704,118578,18027,1,63314,0.010943223451137386
Maryland,0.246,0.09,0.119,0.293,0.127,0.125,2011,10208,326281.2,36939,369147,1811405,3622750,0.45,21160,0.073,MD,5839572,195663,28817,166846,399,1200,10342,16876,35823,114951,16072,1,57634,0.009869558933428682
Maryland,0.244,0.09,0.122,0.287,0.128,0.129,2012,9454,332523.5,37578,381844,1831405,3637548,0.45,26172,0.068,MD,5884868,190395,28086,162309,373,1237,10173,16303,33803,113550,14956,1,56172,0.009545158871872742
Maryland,0.241,0.088,0.123,0.284,0.129,0.133,2013,8205,340577.6,38176,392787,1850870,3643364,0.46,21774,0.066,MD,5938737,186153,28235,157918,384,1179,10048,16124,31950,112551,13417,1,55970,0.009424562832130804
Maryland,0.24,0.089,0.124,0.28,0.131,0.137,2014,7856,352761.3,39041,403924,1871391,3645708,0.45,23752,0.058,MD,5975346,177157,26767,150390,362,1144,9565,15208,28134,109140,13116,0,53046,0.008877477555274623
Maryland,0.237,0.091,0.122,0.277,0.133,0.141,2015,8390,369728.1,40167,415612,1891416,3641333,0.4524,27935,0.052,MD,5994983,170732,28185,142547,538,1209,10111,15819,26432,102701,13414,0,55862,0.00931812483871931
Maryland,0.238,0.085,0.124,0.274,0.134,0.146,2016,7689,387733.4,41018,424595,1906850,3634551,0.4499,22015,0.043,MD,6016447,165845,28400,137445,481,1266,10289,15874,24692,100919,11834,0,56310,0.009359344476898077
Maryland,0.236,0.085,0.123,0.271,0.137,0.149,2017,7247,400157.0,41947,434483,1923888,3627868,0.453,23450,0.041,MD,6024891,165026,30321,134705,558,1712,11189,16862,23526,97657,13522,0,60642,0.010065244333880894
Maryland,0.235,0.084,0.121,0.268,0.138,0.154,2018,7144,410812.2,42930,440667,1937943,3620613,0.4543,16629,0.039,MD,6035802,151275,28330,122945,491,1991,9716,16132,18910,91887,12148,0,56660,0.00938731919966891
Maryland,0.233,0.081,0.123,0.265,0.138,0.16,2019,6561,420371.3,43809,447094,1952942,3611109,0.4558,16757,0.036,MD,6045680,145357,27456,117901,542,1913,9203,15798,16862,89780,11259,0,54912,0.009082849241111008
Massachusetts,0.238,0.091,0.116,0.309,0.118,0.129,2008,14506,390778.4,32135,357575,517040,5562217,0.47,24516,0.053,MA,6543595,185971,29888,156083,167,1744,7071,20906,36260,107048,12775,0,59776,0.009135039683843514
Massachusetts,0.234,0.089,0.117,0.307,0.122,0.132,2009,2444,390504.8,33879,371539,530509,5581686,0.47,24518,0.082,MA,6593587,183681,30503,153178,173,1734,7467,21129,34515,106799,11864,0,61006,0.009252323507674957
Massachusetts,0.232,0.089,0.118,0.298,0.127,0.137,2010,16646,411136.1,35252,385456,543578,5602154,0.48,9025,0.083,MA,6555466,185233,30737,154496,214,1784,6897,21842,37903,105124,11469,0,61474,0.009377517936939953
Massachusetts,0.23,0.089,0.117,0.294,0.131,0.138,2011,16664,425523.0,36040,401302,558462,5618414,0.48,34360,0.073,MA,6607003,177061,28232,148829,184,1654,6768,19626,36403,101644,10782,0,56464,0.008546083602504797
Massachusetts,0.227,0.088,0.121,0.289,0.132,0.143,2012,17501,442916.9,36960,418842,575220,5633247,0.48,38843,0.067,MA,6645303,170372,27047,143325,121,1650,6555,18721,34635,99453,9237,0,54094,0.008140185631866598
Massachusetts,0.223,0.091,0.122,0.283,0.133,0.148,2013,19029,454321.2,37654,435881,592259,5649364,0.48,37447,0.067,MA,6708874,164538,27264,137274,138,1722,6705,18118,30716,97437,9121,0,53947,0.008041140733899608
Massachusetts,0.221,0.092,0.123,0.279,0.135,0.15,2014,21237,470468.5,38311,454013,608738,5663802,0.49,44485,0.058,MA,6755124,152170,26689,125481,133,1625,6077,18277,24951,92226,8304,0,52801,0.007816436826326208
Massachusetts,0.218,0.091,0.125,0.275,0.138,0.153,2015,21135,498851.3,39026,469851,623633,5664974,0.4848,40816,0.05,MA,6784240,141000,26453,114547,131,1538,5266,18974,21826,84676,8045,0,52362,0.007718182139782791
Massachusetts,0.218,0.089,0.127,0.27,0.138,0.158,2016,19608,514637.6,39675,487429,638884,5661292,0.4786,44834,0.037,MA,6811779,132016,25677,106339,134,1592,5365,18050,19193,79088,8058,0,50818,0.00746031249692628
Massachusetts,0.216,0.086,0.131,0.267,0.139,0.162,2017,17565,531008.0,40349,505728,655095,5662388,0.4851,48583,0.037,MA,6863246,122295,24318,97977,172,2199,4874,17073,16916,73573,7488,0,48636,0.007086442770665659
Massachusetts,0.212,0.087,0.131,0.263,0.141,0.166,2018,20068,563054.3,41071,517946,668960,5657743,0.4875,37740,0.033,MA,6882635,111082,23424,87658,138,2465,4084,16737,14095,66968,6595,0,46848,0.006806695400816693
Massachusetts,0.209,0.087,0.132,0.26,0.141,0.171,2019,18471,589904.3,41732,531555,681183,5640413,0.4803,30022,0.029,MA,6892503,103895,22578,81317,152,2204,3613,16609,12341,62844,6132,0,45156,0.006551466136467406
